"income","Recency","Age","Children","Education","MaritalStatus","Customer_Days","complain","NumPurchases","NumWebVisitsMonth","MntCategories","MntTotal","MntRegularProds","MntGoldProds","AcceptedCmp","AcceptedCmpOverall"
39747.0,43,32,"{""Teen"": 0, ""Kid"": 1}",graduation,single,2236,0,"{""Deals"": 3, ""Web"": 5, ""Catalog"": 1, ""Store"": 4}",8,"{""Fish"": 20, ""Fruits"": 15, ""Meat"": 93, ""Sweet"": 13, ""Wines"": 80}",221,169,52,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
23976.0,68,36,"{""Teen"": 0, ""Kid"": 1}",graduation,together,2343,0,"{""Deals"": 3, ""Web"": 3, ""Catalog"": 1, ""Store"": 3}",7,"{""Fish"": 2, ""Fruits"": 1, ""Meat"": 21, ""Sweet"": 3, ""Wines"": 14}",41,16,25,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
80950.0,44,59,"{""Teen"": 0, ""Kid"": 0}",master,married,2617,0,"{""Deals"": 1, ""Web"": 6, ""Catalog"": 7, ""Store"": 9}",2,"{""Fish"": 219, ""Fruits"": 147, ""Meat"": 112, ""Sweet"": 147, ""Wines"": 525}",1150,1087,63,"{""1st"": 1, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",1
27038.0,64,54,"{""Teen"": 0, ""Kid"": 0}",graduation,widow,2808,0,"{""Deals"": 1, ""Web"": 3, ""Catalog"": 0, ""Store"": 3}",9,"{""Fish"": 17, ""Fruits"": 26, ""Meat"": 25, ""Sweet"": 23, ""Wines"": 1}",92,77,15,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 1}",0
77457.0,85,73,"{""Teen"": 0, ""Kid"": 0}",graduation,single,2275,0,"{""Deals"": 1, ""Web"": 2, ""Catalog"": 5, ""Store"": 10}",1,"{""Fish"": 15, ""Fruits"": 11, ""Meat"": 400, ""Sweet"": 45, ""Wines"": 675}",1146,1135,11,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 1, ""last"": 0}",1
64100.0,93,56,"{""Teen"": 1, ""Kid"": 0}",master,married,2451,0,"{""Deals"": 1, ""Web"": 8, ""Catalog"": 3, ""Store"": 6}",7,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 27, ""Sweet"": 0, ""Wines"": 509}",536,526,10,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 0}",1
42670.0,12,28,"{""Teen"": 0, ""Kid"": 0}",master,together,2587,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 2, ""Store"": 4}",4,"{""Fish"": 20, ""Fruits"": 2, ""Meat"": 46, ""Sweet"": 4, ""Wines"": 154}",226,211,15,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
12571.0,86,44,"{""Teen"": 0, ""Kid"": 1}",graduation,divorced,2321,0,"{""Deals"": 4, ""Web"": 3, ""Catalog"": 1, ""Store"": 3}",6,"{""Fish"": 2, ""Fruits"": 5, ""Meat"": 14, ""Sweet"": 12, ""Wines"": 3}",36,19,17,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
22574.0,28,53,"{""Teen"": 1, ""Kid"": 2}",graduation,married,2403,0,"{""Deals"": 2, ""Web"": 2, ""Catalog"": 0, ""Store"": 3}",7,"{""Fish"": 2, ""Fruits"": 0, ""Meat"": 8, ""Sweet"": 0, ""Wines"": 25}",35,33,2,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
70893.0,42,44,"{""Teen"": 0, ""Kid"": 0}",master,single,2667,0,"{""Deals"": 1, ""Web"": 6, ""Catalog"": 6, ""Store"": 10}",3,"{""Fish"": 77, ""Fruits"": 44, ""Meat"": 561, ""Sweet"": 44, ""Wines"": 768}",1494,1480,14,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
54198.0,13,54,"{""Teen"": 1, ""Kid"": 1}",graduation,married,2353,0,"{""Deals"": 6, ""Web"": 3, ""Catalog"": 1, ""Store"": 6}",4,"{""Fish"": 3, ""Fruits"": 0, ""Meat"": 28, ""Sweet"": 2, ""Wines"": 185}",218,201,17,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
28839.0,86,64,"{""Teen"": 1, ""Kid"": 1}",master,together,2269,0,"{""Deals"": 2, ""Web"": 2, ""Catalog"": 0, ""Store"": 3}",5,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 7, ""Sweet"": 0, ""Wines"": 24}",31,30,1,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
40321.0,59,48,"{""Teen"": 1, ""Kid"": 1}",graduation,married,2494,0,"{""Deals"": 2, ""Web"": 3, ""Catalog"": 0, ""Store"": 3}",7,"{""Fish"": 6, ""Fruits"": 4, ""Meat"": 21, ""Sweet"": 0, ""Wines"": 44}",75,48,27,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
66503.0,30,35,"{""Teen"": 0, ""Kid"": 1}",graduation,single,2843,0,"{""Deals"": 2, ""Web"": 4, ""Catalog"": 3, ""Store"": 6}",3,"{""Fish"": 65, ""Fruits"": 64, ""Meat"": 128, ""Sweet"": 3, ""Wines"": 91}",351,301,50,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
30833.0,33,69,"{""Teen"": 1, ""Kid"": 1}",graduation,married,2507,0,"{""Deals"": 2, ""Web"": 1, ""Catalog"": 0, ""Store"": 3}",5,"{""Fish"": 3, ""Fruits"": 0, ""Meat"": 7, ""Sweet"": 1, ""Wines"": 11}",22,16,6,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
64795.0,23,49,"{""Teen"": 1, ""Kid"": 0}",graduation,married,2687,0,"{""Deals"": 3, ""Web"": 3, ""Catalog"": 3, ""Store"": 12}",2,"{""Fish"": 38, ""Fruits"": 5, ""Meat"": 119, ""Sweet"": 29, ""Wines"": 412}",603,526,77,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
34421.0,81,46,"{""Teen"": 0, ""Kid"": 1}",graduation,married,2522,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 2}",7,"{""Fish"": 6, ""Fruits"": 3, ""Meat"": 7, ""Sweet"": 2, ""Wines"": 3}",21,12,9,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
47025.0,6,55,"{""Teen"": 1, ""Kid"": 1}",PhD,divorced,2299,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 2}",7,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 3, ""Sweet"": 0, ""Wines"": 16}",19,18,1,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
64325.0,41,59,"{""Teen"": 1, ""Kid"": 0}",PhD,divorced,2666,0,"{""Deals"": 5, ""Web"": 10, ""Catalog"": 3, ""Store"": 5}",7,"{""Fish"": 78, ""Fruits"": 60, ""Meat"": 353, ""Sweet"": 12, ""Wines"": 731}",1234,1161,73,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
40464.0,78,67,"{""Teen"": 1, ""Kid"": 0}",graduation,single,2693,0,"{""Deals"": 6, ""Web"": 8, ""Catalog"": 2, ""Store"": 8}",8,"{""Fish"": 7, ""Fruits"": 17, ""Meat"": 118, ""Sweet"": 23, ""Wines"": 424}",589,548,41,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
62187.0,49,63,"{""Teen"": 0, ""Kid"": 0}",graduation,married,2518,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 8, ""Store"": 5}",3,"{""Fish"": 45, ""Fruits"": 0, ""Meat"": 275, ""Sweet"": 45, ""Wines"": 792}",1157,1031,126,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
14849.0,39,44,"{""Teen"": 0, ""Kid"": 1}",PhD,divorced,2521,0,"{""Deals"": 3, ""Web"": 2, ""Catalog"": 0, ""Store"": 4}",8,"{""Fish"": 3, ""Fruits"": 2, ""Meat"": 28, ""Sweet"": 2, ""Wines"": 21}",56,47,9,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
27255.0,3,36,"{""Teen"": 0, ""Kid"": 1}",graduation,married,2393,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 3}",7,"{""Fish"": 0, ""Fruits"": 1, ""Meat"": 11, ""Sweet"": 1, ""Wines"": 22}",35,33,2,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
54432.0,37,70,"{""Teen"": 1, ""Kid"": 2}",PhD,married,2575,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 3}",4,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 5, ""Sweet"": 0, ""Wines"": 33}",38,38,0,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
29999.0,22,34,"{""Teen"": 0, ""Kid"": 1}",PhD,single,2660,0,"{""Deals"": 4, ""Web"": 3, ""Catalog"": 1, ""Store"": 4}",8,"{""Fish"": 10, ""Fruits"": 7, ""Meat"": 59, ""Sweet"": 5, ""Wines"": 68}",149,138,11,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
24072.0,79,37,"{""Teen"": 0, ""Kid"": 1}",graduation,single,2598,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 2}",8,"{""Fish"": 3, ""Fruits"": 1, ""Meat"": 6, ""Sweet"": 0, ""Wines"": 9}",19,15,4,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
33996.0,46,31,"{""Teen"": 0, ""Kid"": 0}",PhD,single,2450,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 1, ""Store"": 3}",4,"{""Fish"": 8, ""Fruits"": 2, ""Meat"": 15, ""Sweet"": 0, ""Wines"": 40}",65,59,6,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
66334.0,82,64,"{""Teen"": 1, ""Kid"": 0}",PhD,married,2611,0,"{""Deals"": 2, ""Web"": 9, ""Catalog"": 3, ""Store"": 5}",5,"{""Fish"": 0, ""Fruits"": 11, ""Meat"": 218, ""Sweet"": 0, ""Wines"": 909}",1138,1115,23,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 1}",0
35178.0,10,49,"{""Teen"": 0, ""Kid"": 1}",master,married,2694,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 1, ""Store"": 2}",7,"{""Fish"": 2, ""Fruits"": 1, ""Meat"": 13, ""Sweet"": 2, ""Wines"": 23}",41,23,18,"{""1st"": 0, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 0, ""last"": 1}",1
22010.0,51,37,"{""Teen"": 0, ""Kid"": 1}",graduation,together,2523,0,"{""Deals"": 2, ""Web"": 2, ""Catalog"": 0, ""Store"": 3}",8,"{""Fish"": 3, ""Fruits"": 2, ""Meat"": 9, ""Sweet"": 0, ""Wines"": 11}",25,17,8,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
62204.0,38,60,"{""Teen"": 2, ""Kid"": 0}",graduation,divorced,2814,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 5, ""Store"": 12}",3,"{""Fish"": 151, ""Fruits"": 46, ""Meat"": 247, ""Sweet"": 46, ""Wines"": 317}",807,668,139,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
75693.0,10,52,"{""Teen"": 0, ""Kid"": 0}",graduation,divorced,2729,0,"{""Deals"": 1, ""Web"": 11, ""Catalog"": 4, ""Store"": 6}",4,"{""Fish"": 72, ""Fruits"": 153, ""Meat"": 293, ""Sweet"": 97, ""Wines"": 797}",1412,1382,30,"{""1st"": 1, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 1, ""last"": 1}",3
30675.0,14,48,"{""Teen"": 0, ""Kid"": 1}",graduation,married,2753,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 3}",8,"{""Fish"": 11, ""Fruits"": 2, ""Meat"": 16, ""Sweet"": 2, ""Wines"": 10}",41,20,21,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
83003.0,18,55,"{""Teen"": 0, ""Kid"": 0}",graduation,together,2642,0,"{""Deals"": 1, ""Web"": 7, ""Catalog"": 6, ""Store"": 8}",3,"{""Fish"": 40, ""Fruits"": 61, ""Meat"": 570, ""Sweet"": 25, ""Wines"": 856}",1552,1430,122,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 1, ""last"": 1}",1
68655.0,95,32,"{""Teen"": 0, ""Kid"": 0}",graduation,single,2847,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 5, ""Store"": 11}",3,"{""Fish"": 75, ""Fruits"": 19, ""Meat"": 832, ""Sweet"": 118, ""Wines"": 456}",1500,1462,38,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
41411.0,11,34,"{""Teen"": 0, ""Kid"": 0}",graduation,divorced,2363,0,"{""Deals"": 1, ""Web"": 2, ""Catalog"": 1, ""Store"": 4}",6,"{""Fish"": 11, ""Fruits"": 32, ""Meat"": 38, ""Sweet"": 3, ""Wines"": 37}",121,103,18,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
55212.0,65,51,"{""Teen"": 1, ""Kid"": 0}",PhD,married,2742,0,"{""Deals"": 3, ""Web"": 4, ""Catalog"": 2, ""Store"": 11}",8,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 45, ""Sweet"": 0, ""Wines"": 1103}",1148,1114,34,"{""1st"": 0, ""2nd"": 1, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 0}",2
59292.0,71,70,"{""Teen"": 1, ""Kid"": 0}",PhD,together,2540,0,"{""Deals"": 2, ""Web"": 3, ""Catalog"": 5, ""Store"": 8}",3,"{""Fish"": 19, ""Fruits"": 14, ""Meat"": 68, ""Sweet"": 14, ""Wines"": 378}",493,479,14,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
27190.0,13,47,"{""Teen"": 0, ""Kid"": 1}",basic,together,2477,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 2}",8,"{""Fish"": 0, ""Fruits"": 6, ""Meat"": 7, ""Sweet"": 1, ""Wines"": 1}",15,12,3,"{""1st"": 0, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 0, ""last"": 1}",1
82623.0,58,68,"{""Teen"": 0, ""Kid"": 0}",graduation,divorced,2390,0,"{""Deals"": 1, ""Web"": 2, ""Catalog"": 9, ""Store"": 4}",1,"{""Fish"": 172, ""Fruits"": 34, ""Meat"": 204, ""Sweet"": 153, ""Wines"": 204}",767,594,173,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
44300.0,65,55,"{""Teen"": 1, ""Kid"": 1}",graduation,married,2530,0,"{""Deals"": 2, ""Web"": 1, ""Catalog"": 0, ""Store"": 3}",6,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 9, ""Sweet"": 0, ""Wines"": 30}",39,36,3,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
84835.0,0,50,"{""Teen"": 0, ""Kid"": 0}",graduation,divorced,2172,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 4, ""Store"": 6}",1,"{""Fish"": 111, ""Fruits"": 104, ""Meat"": 379, ""Sweet"": 189, ""Wines"": 189}",972,754,218,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 1}",0
30372.0,33,49,"{""Teen"": 1, ""Kid"": 1}",graduation,widow,2710,0,"{""Deals"": 3, ""Web"": 2, ""Catalog"": 0, ""Store"": 3}",7,"{""Fish"": 7, ""Fruits"": 0, ""Meat"": 12, ""Sweet"": 3, ""Wines"": 15}",37,30,7,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
33181.0,90,44,"{""Teen"": 0, ""Kid"": 1}",master,married,2336,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 2}",6,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 3, ""Sweet"": 0, ""Wines"": 9}",12,8,4,"{""1st"": 0, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 0, ""last"": 0}",1
71113.0,95,63,"{""Teen"": 1, ""Kid"": 0}",graduation,married,2353,0,"{""Deals"": 4, ""Web"": 6, ""Catalog"": 7, ""Store"": 9}",4,"{""Fish"": 11, ""Fruits"": 33, ""Meat"": 255, ""Sweet"": 33, ""Wines"": 495}",827,819,8,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
71952.0,93,34,"{""Teen"": 0, ""Kid"": 1}",graduation,married,2694,0,"{""Deals"": 2, ""Web"": 8, ""Catalog"": 4, ""Store"": 8}",4,"{""Fish"": 52, ""Fruits"": 80, ""Meat"": 455, ""Sweet"": 107, ""Wines"": 656}",1350,1257,93,"{""1st"": 0, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 1, ""last"": 0}",2
69759.0,38,54,"{""Teen"": 0, ""Kid"": 0}",PhD,single,2403,0,"{""Deals"": 3, ""Web"": 4, ""Catalog"": 6, ""Store"": 5}",3,"{""Fish"": 13, ""Fruits"": 20, ""Meat"": 514, ""Sweet"": 30, ""Wines"": 452}",1029,1029,0,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 1}",0
72099.0,18,46,"{""Teen"": 0, ""Kid"": 0}",graduation,married,2769,0,"{""Deals"": 1, ""Web"": 3, ""Catalog"": 4, ""Store"": 10}",1,"{""Fish"": 119, ""Fruits"": 91, ""Meat"": 410, ""Sweet"": 0, ""Wines"": 546}",1166,1144,22,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
60000.0,57,44,"{""Teen"": 1, ""Kid"": 0}",PhD,single,2713,0,"{""Deals"": 5, ""Web"": 11, ""Catalog"": 3, ""Store"": 5}",6,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 217, ""Sweet"": 0, ""Wines"": 1048}",1265,1253,12,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
38643.0,45,42,"{""Teen"": 1, ""Kid"": 1}",graduation,single,2371,1,"{""Deals"": 2, ""Web"": 2, ""Catalog"": 0, ""Store"": 3}",7,"{""Fish"": 0, ""Fruits"": 2, ""Meat"": 14, ""Sweet"": 1, ""Wines"": 22}",39,29,10,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
50737.0,61,65,"{""Teen"": 1, ""Kid"": 0}",graduation,married,2573,0,"{""Deals"": 1, ""Web"": 2, ""Catalog"": 0, ""Store"": 4}",6,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 11, ""Sweet"": 0, ""Wines"": 78}",89,79,10,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 0}",1
68462.0,6,51,"{""Teen"": 0, ""Kid"": 0}",PhD,married,2723,0,"{""Deals"": 1, ""Web"": 3, ""Catalog"": 3, ""Store"": 8}",1,"{""Fish"": 84, ""Fruits"": 64, ""Meat"": 785, ""Sweet"": 128, ""Wines"": 561}",1622,1574,48,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
65073.0,65,77,"{""Teen"": 0, ""Kid"": 0}",master,married,2472,1,"{""Deals"": 1, ""Web"": 5, ""Catalog"": 3, ""Store"": 5}",2,"{""Fish"": 69, ""Fruits"": 17, ""Meat"": 177, ""Sweet"": 0, ""Wines"": 629}",892,884,8,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
46681.0,52,72,"{""Teen"": 2, ""Kid"": 0}",PhD,together,2423,0,"{""Deals"": 2, ""Web"": 4, ""Catalog"": 6, ""Store"": 4}",5,"{""Fish"": 15, ""Fruits"": 15, ""Meat"": 69, ""Sweet"": 19, ""Wines"": 269}",387,349,38,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
78618.0,87,63,"{""Teen"": 0, ""Kid"": 0}",graduation,married,2798,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 7, ""Store"": 10}",2,"{""Fish"": 212, ""Fruits"": 163, ""Meat"": 818, ""Sweet"": 163, ""Wines"": 736}",2092,2031,61,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 0}",1
62187.0,38,51,"{""Teen"": 1, ""Kid"": 0}",PhD,widow,2258,0,"{""Deals"": 3, ""Web"": 6, ""Catalog"": 2, ""Store"": 10}",4,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 83, ""Sweet"": 0, ""Wines"": 512}",595,554,41,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
28442.0,53,42,"{""Teen"": 0, ""Kid"": 2}",graduation,married,2284,0,"{""Deals"": 3, ""Web"": 2, ""Catalog"": 1, ""Store"": 4}",4,"{""Fish"": 11, ""Fruits"": 3, ""Meat"": 10, ""Sweet"": 8, ""Wines"": 19}",51,45,6,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
37717.0,31,42,"{""Teen"": 0, ""Kid"": 1}",PhD,married,2742,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 2}",9,"{""Fish"": 4, ""Fruits"": 0, ""Meat"": 6, ""Sweet"": 1, ""Wines"": 9}",20,15,5,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
51479.0,67,53,"{""Teen"": 1, ""Kid"": 1}",graduation,married,2707,0,"{""Deals"": 7, ""Web"": 6, ""Catalog"": 3, ""Store"": 6}",7,"{""Fish"": 6, ""Fruits"": 8, ""Meat"": 160, ""Sweet"": 8, ""Wines"": 247}",429,364,65,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
54803.0,65,51,"{""Teen"": 1, ""Kid"": 0}",graduation,single,2836,0,"{""Deals"": 2, ""Web"": 6, ""Catalog"": 2, ""Store"": 9}",4,"{""Fish"": 28, ""Fruits"": 0, ""Meat"": 92, ""Sweet"": 27, ""Wines"": 404}",551,409,142,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
79530.0,64,60,"{""Teen"": 0, ""Kid"": 0}",graduation,married,2567,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 10, ""Store"": 11}",2,"{""Fish"": 129, ""Fruits"": 0, ""Meat"": 815, ""Sweet"": 42, ""Wines"": 333}",1319,1290,29,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
31615.0,82,44,"{""Teen"": 0, ""Kid"": 1}",graduation,divorced,2629,0,"{""Deals"": 2, ""Web"": 2, ""Catalog"": 0, ""Store"": 3}",7,"{""Fish"": 6, ""Fruits"": 3, ""Meat"": 20, ""Sweet"": 11, ""Wines"": 2}",42,33,9,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
72025.0,27,58,"{""Teen"": 0, ""Kid"": 0}",graduation,together,2748,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 3, ""Store"": 8}",3,"{""Fish"": 151, ""Fruits"": 33, ""Meat"": 549, ""Sweet"": 133, ""Wines"": 833}",1699,1466,233,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
52614.0,63,45,"{""Teen"": 1, ""Kid"": 0}",PhD,single,2734,0,"{""Deals"": 2, ""Web"": 2, ""Catalog"": 4, ""Store"": 8}",8,"{""Fish"": 12, ""Fruits"": 0, ""Meat"": 142, ""Sweet"": 9, ""Wines"": 789}",952,914,38,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
35684.0,66,36,"{""Teen"": 0, ""Kid"": 1}","2n_cycle",married,2227,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 3}",6,"{""Fish"": 0, ""Fruits"": 4, ""Meat"": 7, ""Sweet"": 6, ""Wines"": 10}",27,24,3,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
48178.0,69,45,"{""Teen"": 1, ""Kid"": 1}",graduation,married,2768,0,"{""Deals"": 6, ""Web"": 5, ""Catalog"": 1, ""Store"": 4}",8,"{""Fish"": 6, ""Fruits"": 4, ""Meat"": 45, ""Sweet"": 2, ""Wines"": 159}",216,178,38,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
29548.0,52,50,"{""Teen"": 0, ""Kid"": 1}",master,single,2463,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 1, ""Store"": 2}",4,"{""Fish"": 3, ""Fruits"": 1, ""Meat"": 6, ""Sweet"": 1, ""Wines"": 7}",18,7,11,"{""1st"": 0, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 0, ""last"": 0}",1
